CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1)/Neither(0),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Minneapolis,Fort Snelling light rail to Whipple Federal Building,MN,USA,2017-03-24,,30,30,30,33,27,Minnesota Immigrant Rights Action Committee,Against deportation,1,protest,0,0,0,0,1,1,http://www.startribune.com/protesters-decry-deportations/417071154/,,,,,,,
Durham,Duke campus,NC,USA,2017-03-24,,100,100,100,110,90,General protesters,against repeal of Obamacare,1,protest,0,0,0,0,1,1,http://www.dukechronicle.com/article/2017/03/durham-residents-protest-obamacare-repeal-with-die-in-friday,,,,,,,
Sylva,Meals on Wheels,NC,USA,2017-03-24,,17,17,17,18.7,15.3,seniors,oppose Trump budget,1,rally,0,0,0,0,1,1,http://www.thesylvaherald.com/news/image_c2f9a790-1486-11e7-9645-eb05242bd302.html,,,count from photos,,,,
Fargo,Office of US Rep. Cramer,ND,USA,2017-03-24,,40,40,40,44,36,"North Dakota Democratic NPL PArty, Planned Parenthood",support Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.wdaz.com/news/4241446-video-police-block-planned-parenthood-protesters-trying-deliver-petition-rep-cramers,,,,,,,
East Setauket,"Rt 25A, Office of Robert Mercer",NY,USA,2017-03-24,,60,60,60,66,54,"North Country Peace Group, General protesters","oppose Trump, Mercer",1,"march, protest",0,0,0,0,1,1,http://www.newsday.com/long-island/politics/spin-cycle/protest-outside-robert-mercer-s-office-in-east-setauket-1.13314352,,,,,,,
Irondequoit,Border Patrol Station,NY,USA,2017-03-24,,75,75,75,82.5,67.5,Protesters,oppose detention of immigrants from Geneseo,1,protest,1,0,1,0,1,1,http://www.democratandchronicle.com/story/news/2017/03/24/arrests-follow-overnight-protests-at-boarder-patrol-station-in-irondequoit/99572000/,,,,,,,
Nanuet,Meals on Wheels,NY,USA,2017-03-24,,,,,,,seniors,oppose Trump budget,1,rally,0,0,0,0,1,1,http://westchester.news12.com/news/seniors-at-rockland-meals-on-wheels-rally-against-cuts-1.13314009,,,,,,,
New York City,Union Square,NY,USA,2017-03-24,,300,300,300,330,270,Resist Here,shooting of Timothy Caughman,0,"march, rally",0,0,0,0,1,1,http://www.huffingtonpost.com/entry/timothy-caughman-protest-march-new-york-hate-crime_us_58d57ca7e4b03692bea5e6d6,,,,,,,
Poughkeepsie,Civic Center,NY,USA,2017-03-24,,13,13,13,14.3,11.7,General protesters,oppose animals in circus,0,protest,0,0,0,0,1,1,http://southwestdutchess.dailyvoice.com/lifestyle/hudson-valley-residents-protest-animal-use-at-poughkeepsie-circus/705060/,,,,,,,
Rochester,Keating Federal Building,NY,USA,2017-03-24,,200,200,200,220,180,Protesters,oppose detention of farmworkers in Orleans and Livingston Counties,1,rally,0,0,0,0,1,1,http://www.democratandchronicle.com/story/news/2017/03/24/arrests-follow-overnight-protests-at-boarder-patrol-station-in-irondequoit/99572000/,,,,,,,
Akron,,OH,USA,2017-03-24,,45,45,45,49.5,40.5,Akron Organizing Collaborative,want murder charge for white man who shot black man,0,protest,0,0,0,0,1,1,http://www.ohio.com/news/local/police-chief-calls-racism-accusations-bulls-as-protesters-rally-after-shooting-of-black-man-over-dirt-bike-1.756078,,,,,,,
Klamath Falls,Klamath County Offices,OR,USA,2017-03-24,,30,34.5,40,33,36,students and tribal members,oppose LNG pipeline,1,protest,0,0,0,0,1,1,http://www.heraldandnews.com/news/local_news/lng-pros-cons-protesters-fear-pipeline-pollution/article_892f5ea6-b0f7-5ef8-82e7-c5b9a46988c3.html,,,,,,,
Medford,Jordan Cove LNG Office,OR,USA,2017-03-24,,200,200,200,220,180,Protesters,against pipeline construction,1,protest,0,0,0,0,1,1,http://www.oregonlive.com/business/index.ssf/2017/03/renewed_pipeline_push_by_jorda.html,,,,,,,
Westby,Westby HS,WI,USA,2017-03-24,,200,200,200,220,180,HS students,support principal on admin leave,0,protest,0,0,0,0,1,1,http://www.news8000.com/news/westby-students-protest-for-principle-on-administrative-leave/414736182,,,,,,,
Beckley,Office of Rep. Shelley Moore Capito,WV,USA,2017-03-24,,15,15,15,16.5,13.5,"physicians, health care lobbyists, educators, nurses, lobbyists",oppose AHCA,1,protest,0,0,0,0,1,1,http://www.register-herald.com/news/groups-continue-protest-of-health-care-plan/article_ee99618a-20bc-5d12-98ed-8b48768cf563.html,,,,,,,
Montgomery,State Capitol,AL,USA,2017-03-25,,15,15,15,16.5,13.5,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/picture-gallery/news/local/2017/03/25/trump-rally-held-52-years-after-mlk-led-march-to-alabama-capitol-steps/99630998/,,,count from photos,,,,
Oklahoma City,State Capitol,OK,USA,2017-03-25,,36,36,36,39.6,32.4,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://kfor.com/2017/03/25/we-just-need-to-come-together-oklahomans-gather-at-rally-in-support-of-president-trump/,,,count from photos,,,,
Phoenix,Cesar Chavez Plaza,AZ,USA,2017-03-25,,250,250,250,275,225,Trump supporters,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/03/25/arizona-supporters-march-trump-maga-event/99630226/,,,,,,,
Hollywood,Hollywood Boulevard,CA,USA,2017-03-25,,100,100,100,110,90,MAGA March,"support Trump, veterans, police",2,"rally, march",2,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,,,
Hollywood,Hollywood Boulevard,CA,USA,2017-03-25,small group,,,,,,general protesters,oppose Trump,1,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,,,
Huntington Beach,Bike Path,CA,USA,2017-03-25,,1700,1835,2000,1870,1800,MAGA March,"support Trump, veterans, police",2,"rally, march",0,2,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,,,
Huntington Beach,Bike Path,CA,USA,2017-03-25,around a dozen,12,20.1,30,13.2,27,Counter-protesters; socialist Party USA,oppose Trump,1,protest,4,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,https://www.flickr.com/photos/joegaza/sets/72157680080385290,,,,,,
Irvine,Office of Rep. Mimi Walters,CA,USA,2017-03-25,,,,,,,general protesters,oppose AHCA,1,protest,0,0,0,0,1,1,http://abc7.com/politics/oc-protesters-seek-health-care-town-hall-with-rep-mimi-walters/1817804/,,,,,,,
Ridgecrest,"Petroglyph Park, Clarion Inn",CA,USA,2017-03-25,,50,50,50,55,45,Democratic Club of the High Desert,support human rights,1,march,0,0,0,0,1,1,http://www.ridgecrestca.com/article/20170328/NEWS/170329646,,,,,,,
Denver,Civic Center Park,CO,USA,2017-03-25,dozens,24,24,24,26.4,21.6,Colorado MAGA March,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.thedenverchannel.com/news/front-range/denver/pro-anti-trump-protesters-clash-at-civic-center-park,,,,,,,
Denver,Civic Center Park,CO,USA,2017-03-25,dozens,24,53.25,89,26.4,80.1,Impeach Trump Now,oppose Trump,1,protest,0,0,0,0,1,1,http://www.thedenverchannel.com/news/front-range/denver/pro-anti-trump-protesters-clash-at-civic-center-park,https://www.facebook.com/events/266074147176433/,,high count from facebook,,,,
Loveland,Town and Country Pet Center,CO,USA,2017-03-25,,12,12,12,13.2,10.8,Colorado Citizens for Canine Welfare,oppose puppy mills,0,protest,0,0,0,0,1,1,http://www.reporterherald.com/news/loveland-local-news/ci_30880529/singer-peter-yarrow-helps-puppy-mill-protest,,,"number estimated from photos, likely very low",,,,
Greenwich,AQR Capital,CT,USA,2017-03-25,,17,17,17,18.7,15.3,Working Families Party,close carried interest loophole,1,protest,0,0,0,0,1,1,http://www.courant.com/politics/capitol-watch/hc-working-families-protest-hedge-funds-story.html,,,,,,,
Hartford,State House Square to State Capitol,CT,USA,2017-03-25,about 5 dozen,60,60,60,66,54,general protestors,"promoting love, justice, animal welfare, and environmentalism",1,rally; march,0,0,0,0,1,1,http://www.realhartford.org/2017/03/25/march-equality-march/,,,,,,,
New Fairfield,senior center,CT,USA,2017-03-25,about a dozen,12,12,12,13.2,10.8,Candlewood Voices,oppose herbicide plan for Candlewood lake,0,protest,0,0,0,0,1,1,http://www.newstimes.com/news/article/Residents-hold-protest-against-town-s-herbicide-11027477.php,,,,,,,
Washington DC,Lafayette Park,DC,USA,2017-03-25,several dozen,24,24,24,26.4,21.6,Protesters,Pizzagate,2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/news/local/wp/2017/03/25/protesters-outside-white-house-demand-pizzagate-investigation/?utm_term=.1c7e6de7adea,,,,,,,
Naples,,FL,USA,2017-03-25,,11,11,11,12.1,9.9,Standing Rock Camp Florida,oppose Keystone XL pipeline,1,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/34998743/protestors-rally-in-naples-against-keystone-xl-pipeline,,,count from photos,,,,
Stuart,Stuart Beach,FL,USA,2017-03-25,,150,150,150,165,135,Citizens for Clean Water,oppose SB10 water discharge bill,0,protest,0,0,0,0,1,1,http://www.wptv.com/news/region-martin-county/stuart/clean-water-protest-held-on-stuart-beach,http://www.tcpalm.com/story/news/local/martin-county/2017/03/25/rally-stuart-spells-out-support-sb-10/99630522/,,counted about 150 in photo,,,,
Cedar Falls,Office of Rep. Rod Blum,IA,USA,2017-03-25,,14,14,14,15.4,12.6,general protesters,support Obamacare/oppose AHCA,1,protest,0,0,0,0,1,1,http://www.kcrg.com/content/news/People-in-Cedar-Falls-protest-over-417100053.html,,,,,,,
Lexington,Courthouse,KY,USA,2017-03-25,,20,20,20,22,18,KY National Organization of Women,oppose Trump,1,,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,count from video,,,,
Boston,Boston Common,MA,USA,2017-03-25,,75,75,75,82.5,67.5,MAGA,support Trump and veterans,2,"march, rally",0,0,0,0,1,1,http://www.fox25boston.com/news/trump-supporters-hit-boston-streets-for-make-america-great-again-march/506016166,,,,,,,
Boston,Boston Common,MA,USA,2017-03-25,,25,25,25,27.5,22.5,general protesters,oppose Trump,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/anti-trump-protesters-hold-rally-on-fourth-street-in-winston/article_2e6323b4-e972-55de-a7e8-29234d8643a2.html,,,,,,,
Springfield,City Hall,MA,USA,2017-03-25,dozens,24,24,24,26.4,21.6,Springfield Women Organize,"women's rights, impact",1,"march, rally",0,0,0,0,1,1,http://www.masslive.com/politics/index.ssf/2017/03/springfield_process_to_progres.html,,,,,,,
Oakland,,ME,USA,2017-03-25,,7,7,7,7.7,6.3,General protesters,against repeal of Obamacare,1,protest,0,0,0,0,1,1,https://wabi.tv/2017/03/25/mainers-gather-in-oakland-to-protest-healthcare/,,,,,,,
St. Paul,Capitol,MN,USA,2017-03-25,,8,8,8,8.8,7.2,Trump supporters; Republican officials,prosecute anti-Trump protesters,2,rally,0,0,0,0,1,1,http://www.twincities.com/2017/03/25/trump-supporters-call-for-protesters-to-be-prosecuted/,http://thehill.com/blogs/blog-briefing-room/news/325921-trump-supporters-call-for-kaines-son-and-other-protesters-to-be,,estimated based on count from photo,,,,
St. Louis,Page Boulevard,MO,USA,2017-03-25,more than 200,200,200,200,220,180,general protesters,anti-gun violence,1,"rally, march",0,0,0,0,1,1,http://www.stltoday.com/news/local/crime-and-courts/plus-take-part-in-st-louis-anti-violence-rally-march/article_ddb59457-0e5e-5fa7-85f7-1c86129a72e6.html,,,,,,,
Winston-Salem,Fourth Street,NC,USA,2017-03-25,,30,30,30,33,27,Indivisible Piedmont NC,oppose Trump,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/anti-trump-protesters-hold-rally-on-fourth-street-in-winston/article_2e6323b4-e972-55de-a7e8-29234d8643a2.html,,,,,,,
Omaha,Douglas County Courthouse,NE,USA,2017-03-25,,100,145,200,110,180,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.omaha.com/news/metro/tensions-high-at-make-america-great-again-rally-in-downtown/article_523b1586-119b-11e7-a6bd-133bfd9d08a1.html,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-25/anti-trump-protesters-clash-with-police-in-omaha,,,,,,
Omaha,Douglas County Courthouse,NE,USA,2017-03-25,,50,50,50,55,45,Antifa Nebraska,oppose Trump,1,"rally, march",8,0,0,0,1,1,http://www.omaha.com/news/metro/tensions-high-at-make-america-great-again-rally-in-downtown/article_523b1586-119b-11e7-a6bd-133bfd9d08a1.html,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-25/anti-trump-protesters-clash-with-police-in-omaha,,,,,,
Seaside Heights,Boardwalk,NJ,USA,2017-03-25,more than 2000,2000,2000,2000,2200,1800,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.nbcnewyork.com/news/local/Trump-Supporters-Rally-Seaside-Heights-Jersey-Shore-MAGA-Make-America-Great-Again-417097873.html,,,,,,,
Poughkeepsie,Walkway over the Hudson,NY,USA,2017-03-25,,200,200,200,220,180,MAGA,"support Trump, veterans, police",2,,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,,,,,
Poughkeepsie,Walkway over the Hudson,NY,USA,2017-03-25,,60,60,60,66,54,general protesters,oppose Trump,1,,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,,,,,
Columbus,State House,OH,USA,2017-03-25,hundreds,200,200,200,220,180,MAGA March,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.columbusunderground.com/photos-trump-supporters-and-protestors-gather-downtown,,,,,,,
Columbus,State House,OH,USA,2017-03-25,hundreds,200,200,200,220,180,Counter-Protesters,anti-Trump,1,"march, rally",0,0,0,0,1,1,http://www.columbusunderground.com/photos-trump-supporters-and-protestors-gather-downtown,,,,,,,
Tulsa,E. Pine and N. Peoria,OK,USA,2017-03-25,a couple dozen,24,24,24,26.4,21.6,General protesters,oppose construction of Dollar general,0,protest,0,0,0,0,1,1,http://ktul.com/news/local/neighbors-protest-new-dollar-general,,,,,,,
Tulsa,John Hope Franklin Reconciliation Park,OK,USA,2017-03-25,,60,60,60,66,54,Tulsa Stands with Standing Rock,oppose Diamond pipeline,1,protest,0,0,0,0,1,1,http://www.tulsaworld.com/homepagelatest/talk-of-peace-protecting-the-environment-at-tulsa-rally-against/article_cb70bf08-a8b8-5f2a-86e4-8e26e4a8c76f.html,,,,,,,
Salem,WWII Memorial,OR,USA,2017-03-25,,300,300,300,330,270,Northwest Trump Alliance for Change,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2017/03/police_arrest_1_at_trump_rally.html,,,,,,,
Salem,Capitol Steps,OR,USA,2017-03-25,,300,300,300,330,270,Salem stands for Love,oppose Trump,1,protest,1,2,0,0,1,1,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2017/03/police_arrest_1_at_trump_rally.html,http://kbnd.com/kbnd-news/local-news-feed/297926,,,,,,
Philadelphia,Independence Hall,PA,USA,2017-03-25,few dozen,24,210.3,438,26.4,394.2,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Pro-Trump-MAGA-March-Philly-Jersey-March-25-2017.html,http://www.ocregister.com/articles/march-747576-trump-beach.html,http://www.phillyvoice.com/will-trump-supporters-foes-clash-philly-streets-today/,dozens estimate seems implausibly low; 438 comes from organizers' facebook account,,,,
Philadelphia,Independence Hall,PA,USA,2017-03-25,few dozen,100,100,100,110,90,Antifa; Disrupt MAGA Philly,"oppose Trump, fascism",1,protest,2,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Pro-Trump-MAGA-March-Philly-Jersey-March-25-2017.html,http://www.ocregister.com/articles/march-747576-trump-beach.html,http://www.phillyvoice.com/will-trump-supporters-foes-clash-philly-streets-today/,,,,,
Providence,Roger Williams Memorial National Park,RI,USA,2017-03-25,hundreds,200,200,200,220,180,Rise up Rhode Island,"diversity, inclusion, human rights, empowerment",1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170325/rise-up-rhode-island-rally-respectful-but-no-less-resolute,,,,,,,
Providence,State House,RI,USA,2017-03-25,,200,248.6,308,220,277.2,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://wpri.com/2017/03/25/supporters-and-opponents-holding-competing-trump-rallies-in-providence/,https://www.youtube.com/watch?v=PzM7k1kSBzk,,"low count based on video, high based on facebook",,,,
Providence,State House,RI,USA,2017-03-25,small group,10,10,10,11,9,general protesters,oppose trump,1,protest,0,0,0,0,1,1,http://wpri.com/2017/03/25/supporters-and-opponents-holding-competing-trump-rallies-in-providence/,,,count based on photo,,,,
Greeneville ,Court House,TN,USA,2017-03-25,dozens,24,24,24,26.4,21.6,Indivisible Greene County,"support inclusion and unity, protest Rep. Blackburn",1,rally,0,0,0,0,1,1,http://www.wcyb.com/news/tennessee/greene-county/indivisible-greene-county-rally-brings-out-protestors-rallying-for-unity/415843125,,,,,,,
Austin,Capitol,TX,USA,2017-03-25,hundreds,200,200,200,220,180,general protesters,support education funding,0,rally,0,0,0,0,1,1,http://www.mystatesman.com/news/state--regional-govt--politics/hundreds-rally-capitol-for-public-education/znf6pqG50xTgH8V59RALAN/,,,,,,,
El Paso,International Bridge,TX,USA,2017-03-25,,150,150,150,165,135,general protesters,against border wall,1,rally,0,0,0,0,1,1,http://www.elpasoproud.com/news/us-reps-hurd-castro-rally-for-bipartisanship-on-the-border/681323183,,,,,,,
Lubbock,"Civic Center, Courthouse",TX,USA,2017-03-25,several,20,20,20,22,18,Trump supporters,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.everythinglubbock.com/news/klbk-news/maga-march-held-in-lubbock/680689161,,,estimate from video posted online,,,,
Stuarts Draft,Farmers Market,VA,USA,2017-03-25,dozens,24,24,24,26.4,21.6,Friends of August,oppose Atlantic Coast Pipeline,1,protest,0,0,0,0,1,1,http://www.whsv.com/content/news/Pipeline-protest-in-Stuarts-Draft-417102643.html,,,,,,,
Barre,Barre City Hall Park,VT,USA,2017-03-25,about two dozen,24,24,24,26.4,21.6,Planned Parenthood,oppose AHCA,1,rally,0,0,0,0,1,1,http://www.timesargus.com/articles/planned-parenthood-rally-celebrates-health-care-bill-failure/,,,,,,,
Los Angeles,Mariachi Plaza Boyle Heights,CA,USA,2017-03-26,,20,20,20,22,18,General protesters,protest police shooting,0,protest,0,0,0,0,1,1,http://abc7.com/news/rally-forms-in-protest-of-fatal-boyle-heights-officer-involved-shooting/1819856/,,,,,,,
Fort Collins,Islamic Center of Fort Collins,CO,USA,2017-03-26,,1000,1000,1000,1100,900,general protesters,support Islamic Center after vandalism,1,rally,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/03/26/vandal-targets-fort-collins-islamic-center/99665042/,,,,,,,
Westport,Jesup Green to Veterans Green across from Westport Town Hall,CT,USA,2017-03-26,several hundred,200,200,200,220,180,protestors,defend democracy,1,rally; march,0,0,0,0,1,1,http://www.westportnow.com/index.php?/v3/comments/hundreds_take_part_in_march_to_defend_democracy/,,,,,,,
Washington DC,Washington Convention Center,DC,USA,2017-03-26,several hundred; more than 1000,200,560,1000,220,900,If Not Now,oppose AIPAC; oppose Israeli occupation,0,protest,0,1,0,0,1,1,http://www.jpost.com/Diaspora/Jewish-group-calls-to-reject-occupation-in-protest-at-AIPAC-conference-485307,http://www.haaretz.com/opinion/.premium-1.781618,https://www.washingtonpost.com/local/public-safety/two-arrested-in-assault-of-man-during-protest-outside-aipac-conference/2017/03/31/e8406e74-1578-11e7-833c-503e1f6394c9_story.html?utm_term=.714ba03f7a0e,,,,,
Washington DC,Washington Convention Center,DC,USA,2017-03-26,a dozen,12,12,12,13.2,10.8,Counter-protesters,support AIPAC,0,protest,2,0,0,0,1,1,http://www.jpost.com/Diaspora/Jewish-group-calls-to-reject-occupation-in-protest-at-AIPAC-conference-485307,https://www.washingtonpost.com/local/public-safety/two-arrested-in-assault-of-man-during-protest-outside-aipac-conference/2017/03/31/e8406e74-1578-11e7-833c-503e1f6394c9_story.html?utm_term=.714ba03f7a0e,,,,,,
Rockville,Montgomery County Headquarters,MD,USA,2017-03-26,,100,100,100,110,90,General protesters,"safety in schools, oppose illegal immigration",2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/local/md-politics/protesters-in-montgomery-hold-competing-rallies-over-rockville-high-rape-case/2017/03/26/5a78dcbc-126b-11e7-9e4f-09aa75d3ec57_story.html?utm_term=.9dd6c0410fe4,,,,,,,
New York City,Unknown,NY,USA,2017-03-26,,9,9,9,9.9,8.1,Samidoun: Palestinian Prisoner Solidarity Network,freedom of Mohamad Alaqima,0,demonstration,0,0,0,0,1,1,https://www.flickr.com/photos/joegaza/sets/72157680080385290,,,,,,,
Cranston,Sockanosset Cross Road and New London Avenue,RI,USA,2017-03-26,few dozen,24,24,24,26.4,21.6,Protesters,oppose panhandling ordinance,0,"protest, civil disobedience",0,0,0,0,1,1,http://wpri.com/2017/03/27/homeless-advocates-to-protest-cranston-panhandling-ban/,http://turnto10.com/news/local/panhandling-demonstration-planned-in-cranston,,,,,,
Santa Ana,sixth street,CA,USA,2017-03-27,couple dozen,24,24,24,26.4,21.6,Coming out of the shadows,oppose immigration detention of transgender individuals,1,march,0,0,0,0,1,1,http://www.ocregister.com/2017/03/28/immigrants-rights-activists-march-in-santa-ana-to-protest-transgender-detention/,,,,,,,
Chicago,CNN Office,IL,USA,2017-03-27,several hundred,200,200,200,220,180,Coalition Against Hinduphobia,oppose CNN documentary on Hinduism,0,protest,0,0,0,0,1,1,http://timesofindia.indiatimes.com/nri/us-canada-news/indian-americans-hold-peaceful-protest-against-cnn-in-chicago/articleshow/57848920.cms,,,,,,,
Boston,JFK Federal Building,MA,USA,2017-03-27,,100,100,100,110,90,Migrant Justice,arrest of Vermont migrant worker activists,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/massachusetts/articles/2017-03-27/protest-expected-at-hearing-for-vermont-farmworker-activists,,,,,,,
Boston,Santander Bank,MA,USA,2017-03-27,,50,50,50,55,45,Bank Employees,form union,0,protest,0,0,0,0,1,1,http://thehill.com/regulation/325932-bank-workers-protest-outside-santander,,,,,,,
Wilmington,City Hall,NC,USA,2017-03-27,,6,6,6,6.6,5.4,Women Organizing Wilmington,oppose Trump budget,1,protest,0,0,0,0,1,1,http://www.wwaytv3.com/2017/03/27/women-organizing-wilmington-protest-proposed-cuts-to-pbs/,,,,,,,
Albuquerque,Capitol,NM,USA,2017-03-27,dozens,24,24,24,26.4,21.6,Democrats,urge Governor to sign budget,0,rally,0,0,0,0,1,1,http://www.newswest9.com/story/35005808/the-latest-democrats-rally-outside-governors-event,,,,,,,
New York City,Yeshiva University,NY,USA,2017-03-27,,6,6,6,6.6,5.4,Westboro Baptist Church,oppose Judaism,0,protest,0,0,0,0,1,1,http://forward.com/fast-forward/367246/watch-westboro-baptist-church-trolls-yeshiva-university/,,,,,,,
New York City,Yeshiva University,NY,USA,2017-03-27,,25,25,25,27.5,22.5,"students, counter-protesters",oppose anti-Semitism,1,protest,0,0,0,0,1,1,http://forward.com/fast-forward/367246/watch-westboro-baptist-church-trolls-yeshiva-university/,,,,,,,
Philadelphia,City Hall,PA,USA,2017-03-27,small handful,7,7,7,7.7,6.3,Black Lives Matter,resignation of DA Seth Williams,0,protest,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Black-Lives-Matter-protestors-Seth-Williams-Philadelphia.html,http://www.fox29.com/news/244134195-story,,"number estimated from photos, likely very low",,,,
Sacramento,Sacramento County Youth Gym,CA,USA,2017-03-28,hundreds,200,200,200,220,180,General protesters,Against deportation,1,protest,0,0,0,0,1,1,http://www.sacbee.com/news/local/article141353198.html,,,,,,,
Harrisburg,Capitol,FL,USA,2017-03-28,a few dozen,24,24,24,26.4,21.6,general protesters,support immigrants,1,rally,0,0,0,0,1,1,http://cumberlink.com/news/local/capital_region/immigration-supporters-rally-at-capitol/article_d52bdada-8748-55ec-9277-f569c5368e77.html,,,,,,,
Tallahassee,Capitol,FL,USA,2017-03-28,dozens,24,24,24,26.4,21.6," Florida Immigrant Coalition, Farmworker Association of Florida, Redland Christian Migrant Association, WeCount!, and Young American Dreamers ",support immigrants,1,rally,0,0,0,0,1,1,http://www.wctv.tv/content/news/We-are-Florida-rally-held-at-the-Florida-Capital-417377773.html,,,,,,,
Chicago,Belmont Cragin,IL,USA,2017-03-28,,20,20,20,22,18,general protesters,oppose ICE shooting,1,protest,0,0,0,0,1,1,http://chicago.suntimes.com/politics/activists-rally-outside-home-where-man-was-shot-by-ice-agent/,,,count from photos,,,,
South Bend,Notre Dame campus,IN,USA,2017-03-28,,80,80,80,88,72,students,oppose Charles Murray speech,0,protest,0,0,0,0,1,1,http://www.southbendtribune.com/news/education/bell-curve-author-draws-protesters-at-notre-dame/article_39afc6ae-aabf-53a9-8705-dee79fb6acdf.html,,,,,,,
Laurel,Laurel High School,MT,USA,2017-03-28,more than 100,100,100,100,110,90,students,reinstate principal,0,march,0,0,0,0,1,1,http://www.ktvq.com/story/35013229/laurel-high-school-students-protest-to-support-fired-principal,,,,,,,
Missoula,University of Montana,MT,USA,2017-03-28,,120,120,120,132,108,Montana Associated Students; Association of Students of the University of Montana,funding for higher education,0,rally,0,0,0,0,1,1,http://missoulian.com/news/local/university-of-montana-students-protest-higher-ed-cuts-support-restoration/article_2f472360-3951-5ee5-8b95-9780301731d0.html,,,,,,,
Corning,Office of Rep. Tom Reed,NY,USA,2017-03-28,,28,28,28,30.8,25.2,arts supporters,support NEA NEH funding,1,rally,0,0,0,0,1,1,http://www.ithacajournal.com/story/news/local/2017/03/28/arts-organizations-rally-support/99749990/,,,count from photos,,,,
New York City,Trinity Church,NY,USA,2017-03-28,dozens,24,24,24,26.4,21.6,Immigration advocates,end deportations,1,"march, rally",0,0,0,0,1,1,http://pix11.com/2017/03/29/immigration-advocates-hold-24-hour-rally-outside-trinity-church-to-protest-trump-refugee-ban/,http://www.fox5ny.com/news/244506972-story,,,,,,
Pittsburgh,Firstside park to Grant Building,PA,USA,2017-03-28,,150,150,150,165,135,general protesters,"against Trump, Toomey",1,march,0,0,0,0,1,1,http://www.pghcitypaper.com/Blogh/archives/2017/03/28/trump-puppet-highlights-pittsburghs-weekly-tuesdays-with-toomey-protest,,,,,,,
LaCrosse,,WI,USA,2017-03-28,nearly 400,400,400,400,440,360,Interfaith Shoulder to Shoulder Network,"oppose racism, hate",1,rally,0,0,0,0,1,1,http://lacrossetribune.com/news/local/speaker-to-la-crosse-anti-hate-rally-presidential-campaign-unleashed/article_571dfb55-a796-5c5b-90cd-d16d7e31f5ca.html,,,,,,,
Washington DC,Capitol,DC,USA,2017-03-29,more than two dozen,24,24,24,26.4,21.6,Bread for the World; National African American Clergy,oppose budget cuts,1,protest,0,0,0,0,1,1,http://religionnews.com/2017/03/29/at-us-capitol-christians-protest-budget-cuts/,,,,,,,
Boston,State House,MA,USA,2017-03-29,hundreds,200,200,200,220,180,general protesters,support arts funding,1,march,0,0,0,0,1,1,https://www.bostonglobe.com/arts/2017/03/28/arts-leaders-march-state-house-urge-more-support-for-culture/k1ttxpPu3hvtKappDff3zM/story.html,,,,,,,
